name,call,link,sc,innercall
"Cheng, Yvonne W.S., S.C. (Ms)",1996,barrister/cheng-yvonne-ws-sc-ms,True,2013
"Burns, S. Ashley, S.C.",1996,barrister/burns-s-ashley-sc,True,2007
"Chan, Ifan (Ms)",1996,barrister/chan-ifan-ms,False,False
"Hui, Chun-Sing",1996,barrister/hui-chun-sing,False,False
"Cheung, Wallace H.S.",1996,barrister/cheung-wallace-hs,False,False
"Ho, Tommy K.K.",1996,barrister/ho-tommy-kk,False,False
"Lan, Gekko S.Y. (Ms)",1996,barrister/lan-gekko-sy-ms,False,False
"Hui, Norman",1996,barrister/hui-norman,False,False
"Tang, Stephen L.W.",1996,barrister/tang-stephen-lw,False,False
"Tsoi, Shun Cheong",1996,barrister/tsoi-shun-cheong,False,False
"Wu, Chi-Sing",1996,barrister/wu-chi-sing,False,False
"Ho, Victor",1996,barrister/ho-victor,False,False
"Lau, Wilson W.S.",1996,barrister/lau-wilson-ws,False,False
"Khosa, David A.S.",1996,barrister/khosa-david,False,False
"Shum, Kenneth K.H.",1996,barrister/shum-kenneth-kh,False,False
"Tse, Peter K.C.",1996,barrister/tse-peter-kc,False,False
"Bok, Tin-Yuen",1996,barrister/bok-tin-yuen,False,False
"Fung, Gary T.K.",1996,barrister/fung-gary-tk,False,False
"Cheung, Kam-Chuen",1996,barrister/cheung-kam-chuen-0,False,False
"Chan, Brian Fu-kit",1996,barrister/chan-brian-fu-kit,False,False
"Ling, Chun Wai",1996,barrister/ling-chun-wai,False,False
"Siu, Stanley C.K.",1996,barrister/siu-stanley-ck,False,False
"Choy, Nelson C.Y.",1996,barrister/choy-nelson-cy,False,False
"Rajwani, Vandana (Ms)",1996,barrister/rajwani-vandana-ms,False,False
"Wong, Gordon Y.W.",1996,barrister/wong-gordon-yw,False,False
"Li, Kwok Wai",1996,barrister/li-kwok-wai,False,False
"Khattak, S.K. (Kelly Lam)",1996,barrister/khattak-sk-kelly-lam,False,False
"Zimmern, Richard",1996,barrister/zimmern-richard,False,False
"Chan, Wa Shing",1996,barrister/chan-wa-shing,False,False
"Ho, Shi King Albert",1996,barrister/ho-shi-king-albert,False,False
"Lau, Yat Hung",1996,barrister/lau-yat-hung,False,False
"Wong, Winnie H.Y. (Ms)",1996,barrister/wong-winnie-hy-ms,False,False
"Tsui, Wilfred C.K.",1997,barrister/tsui-wilfred-ck,False,False
"Ng, Jennifer (Ms)",1997,barrister/ng-jennifer-ms,False,False
"Law, Man Chung",1997,barrister/law-man-chung,False,False
"Wong, Kenneth Y.F.",1997,barrister/wong-kenneth-yf,False,False
"Fan, Edward S.Y.",1997,barrister/fan-edward-sy,False,False
"Pannu, Peter",1997,barrister/pannu-peter,False,False
"Tam, Bonny H.W. (Ms)",1997,barrister/tam-bonny-hw-ms,False,False
"Boyton, David Rex",1997,barrister/boyton-david-rex,False,False
"Chung, Gary Ka Hong",1997,barrister/chung-gary-ka-hong,False,False
"Wong, Roger W.I.",1997,barrister/wong-roger-wi,False,False
"Chong, Patrick K.C.",1997,barrister/chong-patrick-kc,False,False
"Langley, Caroline (Ms)",1997,barrister/langley-caroline-ms-0,False,False
"Lam, William H.M.",1997,barrister/lam-william-hm,False,False
"Tze, James Y.K.",1997,barrister/tze-james-yk,False,False
"Lau, Lorinda C.W. (Ms)",1997,barrister/lau-lorinda-cw-ms,False,False
"Tse, Bruce C.H.",1997,barrister/tse-bruce-ch,False,False
"Yeung, Clemence Y.M.",1997,barrister/yeung-clemence-ym,False,False
"Leung, Priscilla M.F. (Ms)",1997,barrister/leung-priscilla-mf-ms,False,False
"Luk, King Wang",1997,barrister/luk-king-wang,False,False
"Lau, Sai Luk",1997,barrister/lau-sai-luk,False,False
"Pierce, Raymond J.J.",1997,barrister/pierce-raymond-jj,False,False
"Carolan, Paul J.",1997,barrister/carolan-paul-j,False,False
"Yin, Michael",1997,barrister/yin-michael,False,False
"Wong, King",1997,barrister/wong-king,False,False
"Wu, Chun Shing",1997,barrister/wu-chun-shing,False,False
"Chiu, Kai Ting Michael",1997,barrister/chiu-kai-ting-michael,False,False
"Choi, Choice Sze Man (Ms)",1997,barrister/choi-choice-sze-man-ms,False,False
"Beel, Trevor",1997,barrister/beel-trevor,False,False
"Lau, Roland",1997,barrister/lau-roland,False,False
"Jim, Jacky Chun Ki",1997,barrister/jim-jacky-chun-ki,False,False
"Hui, Gloriane Y.Y. (Ms)",1997,barrister/hui-gloriane-yy-ms,False,False
"Wong, William M.F., S.C.",1997,barrister/wong-william-mf-sc,True,2013
"Fung, Eugene T.S., S.C.",1997,barrister/fung-eugene-ts-sc,True,2012
"Irving, Frances M. (Ms)",1997,barrister/irving-frances-m-ms,False,False
"Chau, Raymond K.L.",1997,barrister/chau-raymond-kl,False,False
"McLeish, Robin",1997,barrister/mcleish-robin,False,False
"Chan, Dora K.H. (Mrs)",1997,barrister/chan-dora-kh-mrs,False,False
"Lee, Pak Chau",1997,barrister/lee-pak-chau,False,False
"Wong, Jason L.H.",1998,barrister/wong-jason-lh,False,False
"Leung, Paul H.M.",1998,barrister/leung-paul-hm,False,False
"Tsang, Kitty K.L. (Ms)",1998,barrister/tsang-kitty-kl-ms,False,False
"Chow, Anthony W.L.",1998,barrister/chow-anthony-wl,False,False
"Leung, Chi Wai",1998,barrister/leung-chi-wai,False,False
"Chan, Daniel K.K.",1998,barrister/chan-daniel-kk,False,False
"Tong, Ming W.M.",1998,barrister/tong-ming-wm-0,False,False
"Richmond, Martyn",1998,barrister/richmond-martyn,False,False
"Po, Wing Kay (Ms)",1998,barrister/po-wing-kay-ms,False,False
"Wong, Jonathan",1998,barrister/wong-jonathan,False,False
"Cheung, Ivan T.Y.",1998,barrister/cheung-ivan-ty,False,False
"Kwok, Douglas King Hin",1998,barrister/kwok-douglas-king-hin,False,False
"Wei, Mark H.T.",1998,barrister/wei-mark-ht,False,False
"Yeung, Vivian M.F. (Ms)",1998,barrister/yeung-vivian-mf-ms,False,False
"Chan, Charles J.",1998,barrister/chan-charles-j,False,False
"Wong, Terry Shun Yin",1998,barrister/wong-terry-shun-yin,False,False
"Loh, Phillis L.P. (Ms)",1998,barrister/loh-phillis-lp-ms,False,False
"Lee, Yee Hung",1998,barrister/lee-yee-hung,False,False
"Wai, Jessie M.K. (Ms)",1998,barrister/wai-jessie-mk-ms,False,False
"Wong, Catherine K.K. (Ms)",1998,barrister/wong-catherine-kk-ms,False,False
"Cheung, Janine Y.Y. (Ms)",1998,barrister/cheung-janine-yy-ms,False,False
"Chan, Kai Ho",1998,barrister/chan-kai-ho,False,False
"Lam, George T.W.",1998,barrister/lam-george-tw,False,False
"Beresford, Roger G.",1999,barrister/beresford-roger-g,False,False
"Fu, Wai Ling (Ms)",1999,barrister/fu-wai-ling-ms,False,False
"Jones, R. Douglas",1999,barrister/jones-r-douglas,False,False
"Low, Theresa (Ms)",1999,barrister/low-theresa-ms,False,False
"Chan, Sheena M.Y. (Ms)",1999,barrister/chan-sheena-my-ms,False,False
"Lok, Alex",1999,barrister/lok-alex,False,False
"Lam, Yanky S.Y. (Ms)",1999,barrister/lam-yanky-sy-ms,False,False
"Ma, Johnny K.C.",1999,barrister/ma-johnny-kc,False,False
"Kan, Terry Wing Fai",1999,barrister/kan-terry-wing-fai,False,False
"Lee, Thomas W.M.",1999,barrister/lee-thomas-wm,False,False
"Dawes, Victor, S.C.",1999,barrister/dawes-victor-sc,True,2015
"Lam, Douglas, S.C.",1999,barrister/lam-douglas-sc,True,2015
"Bartlett, Jeremy J., S.C.",1999,barrister/bartlett-jeremy-j-sc,True,2015
"Lo, Anthony P.W.",1999,barrister/lo-anthony-pw,False,False
"Lam, Catrina D.W. (Ms)",1999,barrister/lam-catrina-dw-ms,False,False
"Li, Linda (Ms)",1999,barrister/li-linda-ms,False,False
"Ng, Queenie W.S. (Ms)",1999,barrister/ng-queenie-ws-ms,False,False
"Lai, Alex Sze Wai",1999,barrister/lai-alex-sze-wai,False,False
"Chow, Hung Fat",1999,barrister/chow-hung-fat,False,False
"Lee, Victor K.C.",1999,barrister/lee-victor-kc,False,False
"Cheng, Barbara W.Y. (Ms)",1999,barrister/cheng-barbara-wy-ms,False,False
"Sin, Antony M.H.",1999,barrister/sin-antony-mh,False,False
"Lee, Chong Ting",1999,barrister/lee-chong-ting,False,False
"Lo, Tommy K.F.",1999,barrister/lo-tommy-kf,False,False
"Barrett, Paul N.",1999,barrister/barrett-paul-n,False,False
"Hui, Shuk Yee Cherry (Ms)",1999,barrister/hui-shuk-yee-cherry-ms,False,False
"Shah, Mohammed Jawadullah",1999,barrister/shah-mohammed-jawadullah,False,False
"Stephenson, Paul",1999,barrister/stephenson-paul,False,False
"Wong, Anson M.K., S.C.",1999,barrister/wong-anson-mk-sc,True,2014
"Wright, Colin J.",1999,barrister/wright-colin-j,False,False
"Fung, Chi Keung Derek",1999,barrister/fung-chi-keung-derek,False,False
"Chung, Domminick",1999,barrister/chung-domminick,False,False
"Sit, Dennis Wing Kwun",1999,barrister/sit-dennis-wing-kwun,False,False
"Tai, Kennis C.K. (Ms)",1999,barrister/tai-kennis-ck-ms,False,False
"Tang, Leon",1999,barrister/tang-leon,False,False
"Hui, Catherine S.L. (Ms)",1999,barrister/hui-catherine-sl-ms,False,False
"Choy, Edwin W.B., S.C.",2000,barrister/choy-edwin-wb-sc,True,2018
"Wong, Maggie P.K., S.C. (Ms)",2000,barrister/wong-maggie-pk-sc-ms,True,2018
"Chan, Abraham, S.C.",2000,barrister/chan-abraham-sc,True,2017
"Maurellet, José Antonio, S.C.",2000,barrister/maurellet-josé-antonio-sc,True,2016
"Man, Bernard, S.C.",2000,barrister/man-bernard-sc,True,2015
"Cooney, Nicholas James, S.C.",2000,barrister/cooney-nicholas-james-sc,True,2009
"Manzoni, Charles, S.C.",2000,barrister/manzoni-charles-sc,True,2012
"Wong, Becky B.Y. (Ms)",2000,barrister/wong-becky-ms,False,False
"Lin, Feng",2000,barrister/lin-feng,False,False
"Tam, Patrick K.Y.",2000,barrister/tam-patrick-ky,False,False
"Yuen, Carl",2000,barrister/yuen-carl,False,False
"Yip, Arthur C.H.",2000,barrister/yip-arthur-ch,False,False
"Hotten, Keith",2000,barrister/hotten-keith,False,False
"Ma, Stanley Kilian H.F.",2000,barrister/ma-stanley-kilian-hf,False,False
"Lee, Yiu Chung",2000,barrister/lee-yiu-chung,False,False
"Ho, Vivian W.W. (Ms)",2000,barrister/ho-vivian-ww-ms,False,False
"Lo, Jane Curzon (Ms)",2000,barrister/lo-jane-curzon-ms,False,False
"Chung, Jerry Ming Shing",2000,barrister/chung-jerry-ming-shing,False,False
"Ip, Chyvette (Ms)",2000,barrister/ip-chyvette-ms,False,False
"Davies, Oliver Howell",2000,barrister/davies-oliver-howell,False,False
"Fung, Joes Bo Yee (Ms)",2000,barrister/fung-joes-bo-yee-ms,False,False
"Wu, Teresa Pui Ching (Ms)",2000,barrister/wu-teresa-pui-ching-ms,False,False
"Ki, Helen (Mrs)",2000,barrister/ki-helen-mrs,False,False
"Tam, Chi Ming",2000,barrister/tam-chi-ming,False,False
"Ng, Harold",2000,barrister/ng-harold,False,False
"Fong, Raymond W.K.",2000,barrister/fong-raymond-wk,False,False
"Lam, Priscilia T.Y. (Ms)",2000,barrister/lam-priscilia-ty-ms,False,False
"Ho, Simon",2000,barrister/ho-simon,False,False
"Chan, William C.W.",2000,barrister/chan-william-cw,False,False
"Cheung, Victor Chi Fai",2000,barrister/cheung-victor-chi-fai,False,False
"Lau, Steven C.L.",2000,barrister/lau-steven-cl,False,False
"Chow, Grace C.M. (Ms)",2000,barrister/chow-grace-cm-ms,False,False
"Lau, Nicholas Yiu Kan",2000,barrister/lau-nicholas-yiu-kan,False,False
"Leung, Pauline Po Lam (Ms)",2000,barrister/leung-pauline-po-lam-ms,False,False
"Ng, Memi M. W. (Ms)",2000,barrister/ng-memi-m-w-ms,False,False
"Poon, Debora S.Y. (Ms)",2000,barrister/poon-debora-sy-ms,False,False
"Arthur, Michael John Bruce",2000,barrister/arthur-michael-john-bruce,False,False
"Chan, Jeremy S.K.",2000,barrister/chan-jeremy-sk,False,False
"Liu, Elaine (Ms)",2001,barrister/liu-elaine-ms,False,False
"Leung, Michael L.Y.",2001,barrister/leung-michael-ly,False,False
"Chang, Jonathan T.Y.",2001,barrister/chang-jonathan-ty,False,False
"Ma, Jay Suk Lin (Ms)",2001,barrister/ma-jay-suk-lin-ms,False,False
"Wong, Paul C.Y.",2001,barrister/wong-paul-cy,False,False
"Leung, Kelvin Y.C.",2001,barrister/leung-kelvin-yc,False,False
"Chu, David P.T.",2001,barrister/chu-david-pt,False,False
"Sin, Sarah Kam Seung (Ms)",2001,barrister/sin-sarah-kam-seung-ms,False,False
"Kwok, Kam K.",2001,barrister/kwok-kam-k,False,False
"Chung, Peter K.T.",2001,barrister/chung-peter-kt,False,False
"Hui, Lawrence Cheuk Lun",2001,barrister/hui-lawrence-cheuk-lun,False,False
"Wong, Kevin K.W.",2001,barrister/wong-kevin-kw,False,False
"Koo, Yeuk Lan (Ms)",2001,barrister/koo-yeuk-lan-ms,False,False
"Ng, Alan H.L.",2001,barrister/ng-alan-hl,False,False
"Niehorster, James",2001,barrister/niehorster-james,False,False
"Chan, Josiah C.M.",2001,barrister/chan-josiah-cm,False,False
"Li, Amanda W.M. (Ms)",2001,barrister/li-amanda-wm-ms,False,False
"Yim, Eugene W.T.",2001,barrister/yim-eugene-wt,False,False
"Hau, Kenneth C.M.",2001,barrister/hau-kenneth-cm,False,False
"Daryanani, Naresh L.",2001,barrister/daryanani-naresh-l,False,False
"Lee, Eling P.L. (Ms)",2001,barrister/lee-eling-pl-ms,False,False
"Wu, Bernard",2001,barrister/wu-bernard,False,False
"Ng, Danny Pak Kin",2001,barrister/ng-danny-pak-kin,False,False
"Tang, Warren Louis",2001,barrister/tang-warren-louis,False,False
"Stock, Alexander, S.C.",2001,barrister/stock-alexander-sc,True,2016
"Ismail, Roxanne, S.C. (Ms)",2001,barrister/ismail-roxanne-sc-ms,True,2013
"Wong, Philips Bun Fai",2001,barrister/wong-philips-bun-fai,False,False
"Blanchflower, Michael C., S.C.",2002,barrister/blanchflower-michael-c-sc,True,2001
"Reading, John Richard, S.C.",2002,barrister/reading-john-richard-sc,True,1999
"Wong, Samuel C.C.",2002,barrister/wong-samuel-cc,False,False
"Liu, Chin Yu",2002,barrister/liu-chin-yu,False,False
"Chu, Ming Tung",2002,barrister/chu-ming-tung,False,False
"Chhoa, Mong Lim Mona (Ms)",2002,barrister/chhoa-mong-lim-mona-ms-0,False,False
"Lam, Vincent C.W.",2002,barrister/lam-vincent-cw,False,False
"Leung, Amendy Y.S. (Ms)",2002,barrister/leung-amendy-ys-ms,False,False
"Gwilt, Angela Davina (Ms)",2002,barrister/gwilt-angela-davina-ms,False,False
"So, Kai Cheung",2002,barrister/so-kai-cheung,False,False
"Lo, Money (Ms)",2002,barrister/lo-money-ms,False,False
"Ngai, Yuet-ping (Ms)",2002,barrister/ngai-yuet-ping-ms,False,False
"Sit, Eva Y.W. (Ms)",2002,barrister/sit-eva-yw-ms,False,False
"Wong, Jon K.H.",2002,barrister/wong-jon-kh,False,False
"Li, James K.W.",2002,barrister/li-james-kw,False,False
"Wong, Damian",2002,barrister/wong-damian,False,False
"Brewer, John Robert",2002,barrister/brewer-john-robert,False,False
"Tsang, Manyi (Ms)",2002,barrister/tsang-manyi-ms,False,False
"Wong, Linda S.H. (Ms)",2002,barrister/wong-linda-sh-ms,False,False
"Parry, Leslie James",2002,barrister/parry-leslie-james,False,False
"Wong, Emma S.F. (Ms)",2002,barrister/wong-emma-sf-ms,False,False
"Yung, William Y.W.",2002,barrister/yung-william-yw,False,False
"Leung, Ivy Y.S. (Ms)",2002,barrister/leung-ivy-ys-ms,False,False
"Wou, Jean-Paul",2002,barrister/wou-jean-paul,False,False
"Wong, Tim",2002,barrister/wong-tim,False,False
"Pao, Jin, S.C.",2002,barrister/pao-jin-sc,True,2018
"Chai, Michael C.",2002,barrister/chai-michael-c,False,False
"Au, Helen H.L. (Ms)",2002,barrister/au-helen-hl-ms,False,False
"Leung, Herbert Y.F.",2002,barrister/leung-herbert-yf,False,False
"Leung, Joyce H.S. (Ms)",2002,barrister/leung-joyce-hs-ms,False,False
"Tsang, Fat Kuen",2002,barrister/tsang-fat-kuen,False,False
"Chung, Kenneth K.H.",2002,barrister/chung-kenneth-kh,False,False
"Li Sin, Jenny L.W. (Ms)",2002,barrister/li-sin-jenny-lw-ms,False,False
"Ng, Edward U.O.",2002,barrister/ng-edward-uo,False,False
"Leung, Andrew Christopher H.Y.",2002,barrister/leung-andrew-christopher-hy,False,False
"Strachan, Douglas Mark Arthur, S.C.",2002,barrister/strachan-douglas-mark-arthur-sc,True,2013
"Lin, Esther S.Y. (Ms)",2003,barrister/lin-esther-sy-ms,False,False
"Ryan, Bernard Michael",2003,barrister/ryan-bernard-michael,False,False
"Chan, Wai Ming",2003,barrister/chan-wai-ming,False,False
"Chan, Tanya (Ms)",2003,barrister/chan-tanya-ms,False,False
"Tong, Sara (Ms)",2003,barrister/tong-sara-ms,False,False
"Sujanani, Sajan G.",2003,barrister/sujanani-sajan-g,False,False
"Lee, Shu Wun",2003,barrister/lee-shu-wun,False,False
"Ling, Vickie W.K. (Ms)",2003,barrister/ling-vickie-wk-ms,False,False
"Kwan, Jonathan",2003,barrister/kwan-jonathan,False,False
"Tung, Sylvia S.Y. (Ms)",2003,barrister/tung-sylvia-sy-ms,False,False
"Ah-Weng, Jonathan Winston",2003,barrister/ah-weng-jonathan-winston,False,False
"Law, Richard T.C.",2003,barrister/law-richard-tc,False,False
"Wong, Yiu Man",2003,barrister/wong-yiu-man,False,False
"Chan, Derek C.L., S.C.",2004,barrister/chan-derek-cl-sc,True,2018
"Chan, Robert Gregory",2004,barrister/chan-robert-gregory,False,False
"Wu, Anthony",2004,barrister/wu-anthony,False,False
"Lam, Rachel Y.K. (Ms)",2004,barrister/lam-rachel-yk-ms,False,False
"Lau, Kirsteen James (Ms)",2004,barrister/lau-kirsteen-james-ms,False,False
"Wong, Arthur C.Y.",2004,barrister/wong-arthur-cy,False,False
"Lee, Amanda W.Y. (Ms)",2004,barrister/lee-amanda-wy-ms,False,False
"Egerton, Robin Nelson",2004,barrister/egerton-robin-nelson,False,False
"Nealon, Hannah (Ms)",2004,barrister/nealon-hannah-ms,False,False
"Tang, Hughes H.S.",2004,barrister/tang-hughes-hs,False,False
"Chiu, Yvonne Y.H. (Ms)",2004,barrister/chiu-yvonne-yh-ms,False,False
"Ngai, Lawrence Lung Kit",2004,barrister/ngai-lawrence-lung-kit,False,False
"Chin, Ben P.W.",2004,barrister/chin-ben-pw,False,False
"Keung, Karl",2004,barrister/keung-karl,False,False
"Shum, Cecilia H.S. (Ms)",2004,barrister/shum-cecilia-hs-ms,False,False
"Man, Phoebe (Ms)",2004,barrister/man-phoebe-ms,False,False
"Ng, Henry Y.H.",2004,barrister/ng-henry-yh,False,False
"Yao, Eric K.S.",2004,barrister/yao-eric-ks,False,False
"Cheung, Lawrence L.K.",2004,barrister/cheung-lawrence-lk,False,False
"Mohamed, Nisha (Ms)",2004,barrister/mohamed-nisha-ms,False,False
"Lam, Kenneth K.Y.",2004,barrister/lam-kenneth-ky,False,False
"Chung, la Fontaine L.F. (Ms)",2004,barrister/chung-la-fontaine-lf-ms,False,False
"Lo, Paulinus",2004,barrister/lo-paulinus,False,False
"Suen, Jenkin",2004,barrister/suen-jenkin,False,False
"Wong, Martin W.H.",2004,barrister/wong-martin-wh,False,False
"Tse, To Shing",2004,barrister/tse-shing,False,False
"Yip, Wing San Roy Bowie",2004,barrister/yip-wing-san-roy-bowie,False,False
"Tjia, Josephine L.Y. (Ms)",2004,barrister/tjia-josephine-ly-ms,False,False
"Chan, Vod K.S.",2004,barrister/chan-vod-ks,False,False
"Yip, Paul S.L.",2004,barrister/yip-paul-sl,False,False
"Turnbull, Richard Grant",2004,barrister/turnbull-richard-grant,False,False
"Li, Tony C.Y.",2004,barrister/li-tony-cy,False,False
"Wong, Abigail K.Y. (Ms)",2004,barrister/wong-abigail-ky-ms,False,False
"Liu, Teresa Y.M. (Ms)",2004,barrister/liu-teresa-ym-ms,False,False
"Chan, Yvonne K.M. (Ms)",2004,barrister/chan-yvonne-km-ms,False,False
"Rehman, Ubaid-Ur",2004,barrister/rehman-ubaid-ur,False,False
"Chu, Gary M.H.",2005,barrister/chu-gary-mh,False,False
"Sutherland, Mark R.C.",2005,barrister/sutherland-mark-rc,False,False
"Lau, Benny W.M.",2005,barrister/lau-benny-wm,False,False
"Mak, Paul W.P.",2005,barrister/mak-paul-wp,False,False
"Yu, Olive K.L. (Ms)",2005,barrister/yu-olive-kl-ms,False,False
"Yang, Eugenia (Ms)",2005,barrister/yang-eugenia-ms,False,False
"Chan, Anthony H.K.",2005,barrister/chan-anthony-hk,False,False
"Chak, Anny K.Y. (Ms)",2005,barrister/chak-anny-ky-ms,False,False
"Ho, Matthew L.C.",2005,barrister/ho-matthew-lc,False,False
"Cheung, Chris M.F.",2005,barrister/cheung-chris-mf,False,False
"Fan, Alan K.F.",2005,barrister/fan-alan-kf,False,False
"Tibbo, Robert",2005,barrister/tibbo-robert,False,False
"Lam, Isabella W.P. (Ms)",2005,barrister/lam-isabella-wp-ms,False,False
"So, Johnny C.M.",2005,barrister/so-johnny-cm,False,False
"Ma, Karen K.W. (Ms)",2005,barrister/ma-karen-kw-ms,False,False
"Lau, Kitty Y.C. (Ms)",2005,barrister/lau-kitty-yc-ms,False,False
"Chan, Sam Eddie",2005,barrister/chan-sam-eddie,False,False
"Halkes, Adrian John",2005,barrister/halkes-adrian-john,False,False
"Wu, Joyce H.S. (Ms)",2005,barrister/wu-joyce-hs-ms,False,False
"Wong, Kin Keung",2005,barrister/wong-kin-keung,False,False
"Shea, Ephrem P.K.",2005,barrister/shea-ephrem-pk,False,False
"Cheuk, Calvin Y.C.",2005,barrister/cheuk-calvin-yc,False,False
"Chan, Alwin W.H.",2005,barrister/chan-alwin-wh,False,False
"Daley, Angel Mak (Mrs)",2005,barrister/daley-angel-mak-mrs,False,False
"Chiu, Victor K.H.",2005,barrister/chiu-victor-kh,False,False
"Chong, Michelle C.M. (Ms)",2005,barrister/chong-michelle-cm-ms,False,False
"Cheng, Sky",2005,barrister/cheng-sky,False,False
"Fong, Yvonne S.W. (Ms)",2005,barrister/fong-yvonne-sw-ms,False,False
"Lee, Sylvia (Ms)",2005,barrister/lee-sylvia-ms,False,False
"Ho, Vivian W.H. (Ms)",2005,barrister/ho-vivian-wh-ms,False,False
"Liu, Steven Y.C.",2005,barrister/liu-steven-yc,False,False
"Sherry, Anthony James",2005,barrister/sherry-anthony-james,False,False
"Fung, Danny P.Y.",2005,barrister/fung-danny-py,False,False
"Lui, Nana W.T. (Ms)",2005,barrister/lui-nana-wt-ms,False,False
"Alva, Patricia E. (Ms)",2005,barrister/alva-patricia-e-ms,False,False
"Leung, Shannon (Ms)",2005,barrister/leung-shannon-ms,False,False
"Butt, Anthony",2005,barrister/butt-anthony,False,False
"Law, Lewis C.M.",2005,barrister/law-lewis-cm,False,False
"Lam, Andy Y.H.",2005,barrister/lam-andy-yh,False,False
"Chan, Margaret M.W. (Ms)",2005,barrister/chan-margaret-mw-ms,False,False
"Hew, Yang-Wahn",2005,barrister/hew-yang-wahn,False,False
"Poon, Noah (Ms)",2005,barrister/poon-noah-ms,False,False
"Lau, Clement C.M.",2005,barrister/lau-clement-cm,False,False
"Chu, Wai Kei",2005,barrister/chu-wai-kei,False,False
"Wong, Timothy Y.H.",2005,barrister/wong-timothy-yh,False,False
"Koo, Anna K.C. (Ms)",2005,barrister/koo-anna-kc-ms,False,False
"Tang, David W.K.",2005,barrister/tang-david-wk,False,False
"Ho, Jane T.C. (Ms)",2005,barrister/ho-jane-tc-ms,False,False
"Lau, Roy K.Y.",2005,barrister/lau-roy-ky,False,False
"Chao, Jolie T.K. (Ms)",2005,barrister/chao-jolie-tk-ms,False,False
"Juan, Albert K.H.",2006,barrister/juan-albert-kh,False,False
"Chu, Winnie W.C. (Ms)",2006,barrister/chu-winnie-wc-ms,False,False
"Kwok, Vanessa K.W. (Ms)",2006,barrister/kwok-vanessa-kw-ms,False,False
"Chan, Carol S.M. (Ms)",2006,barrister/chan-carol-sm-ms,False,False
"Iu, David D.H.",2006,barrister/iu-david-dh,False,False
"Tsui, Mabel Y.S. (Ms)",2006,barrister/tsui-mabel-ys-ms,False,False
"Ma, Stephen T.O.",2006,barrister/ma-stephen,False,False
"Lo, Charmaine H.W. (Ms)",2006,barrister/lo-charmaine-hw-ms,False,False
"Lee, Dick K.F.",2006,barrister/lee-dick-kf,False,False
"Hui, Wilson K.W.",2006,barrister/hui-wilson-kw,False,False
"So, Winifred Yvonne (Ms)",2006,barrister/so-winifred-yvonne-ms,False,False
"Leung, Desmond H.K.",2006,barrister/leung-desmond-hk,False,False
"Kwok, Dennis W.H.",2006,barrister/kwok-dennis-wh,False,False
"Chong, Manuel",2006,barrister/chong-manuel,False,False
"Leung, Christine (Ms)",2006,barrister/leung-christine-ms,False,False
"Leung, Annie W.M. (Ms)",2006,barrister/leung-annie-wm-ms,False,False
"Walsh, Wayne Patrick, S.C.",2006,barrister/walsh-wayne-patrick-sc,True,2015
"Whitfort, Amanda (Ms)",2006,barrister/whitfort-amanda-ms,False,False
"Nip, Norman S.P.",2006,barrister/nip-norman-sp,False,False
"Cheng, Ching Yee (Ms)",2006,barrister/cheng-ching-yee-ms,False,False
"Chow, Enzo W.H.",2006,barrister/chow-enzo-wh,False,False
"Reynolds, Guy O'Loghlen",2006,barrister/reynolds-guy-ologhlen,False,False
"Lai, Annie S.M. (Ms)",2006,barrister/lai-annie-sm-ms,False,False
"Li, Felix N.W.",2006,barrister/li-felix-nw,False,False
"Lee, Alan W.H.",2006,barrister/lee-alan-wh,False,False
"Cheung, Alexander H.F.",2006,barrister/cheung-alexander-hf,False,False
"Chong, Sezen K.Y. (Ms)",2006,barrister/chong-sezen-ky-ms,False,False
"Li, Kevin K.F.",2006,barrister/li-kevin-kf,False,False
"Lau, Angel W.Y. (Ms)",2006,barrister/lau-angel-wy-ms,False,False
"Lai, Liam T.H.",2006,barrister/lai-liam-th,False,False
"Leung, Adrian",2006,barrister/leung-adrian,False,False
"Tang, Kevin T.K.",2006,barrister/tang-kevin-tk,False,False
"Ko, Tony",2006,barrister/ko-tony,False,False
"D'Souza, Robin Gregory",2006,barrister/dsouza-robin-gregory,False,False
"Liu, Jerome C.W.",2006,barrister/liu-jerome-cw,False,False
"Leung, Ronny Y.W.",2006,barrister/leung-ronny-yw,False,False
"Mak, Kin Ming",2006,barrister/mak-kin-ming,False,False
"Cheng, Alfred C.P.",2006,barrister/cheng-alfred-cp,False,False
"Chow, Millie M.Y. (Ms)",2006,barrister/chow-millie-my-ms,False,False
"Poon, Edward T.B.",2006,barrister/poon-edward-tb,False,False
"Lui, Mike S.K.",2006,barrister/lui-mike-sk,False,False
"Lai, Kelvin K.W.",2006,barrister/lai-kelvin-kw,False,False
"Li, Laurence L.J.",2006,barrister/li-laurence-lj,False,False
"Yap, Ophelia C.C. (Ms)",2006,barrister/yap-ophelia-cc-ms,False,False
"Alder, Edward A.G.",2006,barrister/alder-edward-ag,False,False
"Wong, Brian M.W.",2006,barrister/wong-brian-mw,False,False
"Leung, Eric H.K.",2006,barrister/leung-eric-hk,False,False
"Wong, Mandy L.M. (Ms)",2007,barrister/wong-mandy-lm-ms,False,False
"Wong, Anita L.C. (Ms)",2007,barrister/wong-anita-lc-ms,False,False
"Poon, Kevin H.M.",2007,barrister/poon-kevin-hm,False,False
"Wang, Athena K.W. (Ms)",2007,barrister/wang-athena-kw-ms,False,False
