name,call,link,sc,innercall
"Wong, Cho Lik",2014,barrister/wong-cho-lik,False,False
"Chan, Lareina Joan (Ms)",2014,barrister/chan-lareina-joan-ms,False,False
"Kee, Vincent Shun Chi",2014,barrister/kee-vincent-shun-chi,False,False
"Wong, Ka Ho Thomas",2014,barrister/wong-ka-ho-thomas,False,False
"Wong, Alfred W.Y.",2014,barrister/wong-alfred-wy,False,False
"Cheung, Dorothy H.W. (Ms)",2014,barrister/cheung-dorothy-hw-ms,False,False
"Li, Jessica Y.T. (Ms)",2014,barrister/li-jessica-yt-ms,False,False
"Cheung, Prisca S.L. (Ms)",2014,barrister/cheung-prisca-sl-ms,False,False
"Kok, Martin Hiu Tin",2014,barrister/kok-martin-hiu-tin,False,False
"Chu, Sai Yu Alan",2014,barrister/chu-sai-yu-alan,False,False
"Sae-Pang, Jearn Jang",2014,barrister/sae-pang-jearn-jang,False,False
"Chan, Hei Wah Sharon (Ms)",2014,barrister/chan-hei-wah-sharon-ms,False,False
"Ho, Alan H.T.",2014,barrister/ho-alan-ht,False,False
"Barnes, Peter H.C.",2014,barrister/barnes-peter-hc,False,False
"Choy, Alison Y. Y. (Ms)",2014,barrister/choy-alison-y-y-ms,False,False
"Chan, Candy S.H. (Ms)",2014,barrister/chan-candy-sh-ms,False,False
"Kong, Cheuk Wing",2014,barrister/kong-cheuk-wing,False,False
"Yu, Lily Q. (Ms)",2014,barrister/yu-lily-q-ms,False,False
"Kuan, Hong Kin Daniel",2014,barrister/kuan-hong-kin-daniel,False,False
"Yip, Lynnmarie L.H. (Ms)",2014,barrister/yip-lynnmarie-lh-ms,False,False
"Lai, Ming",2014,barrister/lai-ming,False,False
"Todd, Richard Frazer",2014,barrister/todd-richard-frazer,False,False
"Leung, Kaiser K.H.",2015,barrister/leung-kaiser-kh,False,False
"Cheung, Jay Yung Kit",2015,barrister/cheung-jay-yung-kit,False,False
"Poon, Chi Ming",2015,barrister/poon-chi-ming,False,False
"Yung, Isaac M.S.",2015,barrister/yung-isaac-ms,False,False
"Li, Ngai",2015,barrister/li-ngai,False,False
"Yan, Chi Yee Angie (Ms)",2015,barrister/yan-chi-yee-angie-ms,False,False
"Kwok, Tsz Fung Breanne (Ms)",2015,barrister/kwok-tsz-fung-breanne-ms,False,False
"Chan, Jonathan Y.H.",2015,barrister/chan-jonathan-yh,False,False
"Hollander, Charles Simon",2015,barrister/hollander-charles-simon,False,False
"Lee, Hiu Yun Joyce (Ms)",2015,barrister/lee-hiu-yun-joyce-ms,False,False
"Phang, Roger Y.W.",2015,barrister/phang-roger-yw,False,False
"Moy, Phaik See (Ms)",2015,barrister/moy-phaik-see-ms,False,False
"Brar, Harprabdeep Singh",2015,barrister/brar-harprabdeep-singh,False,False
"Wong, Yu Yat Anson",2015,barrister/wong-yu-yat-anson,False,False
"Ng, Chung Luen Chris",2015,barrister/ng-chung-luen-chris,False,False
"Chiu, Betty (Ms)",2015,barrister/chiu-betty-ms,False,False
"Lai, Joyce P. L. (Ms)",2015,barrister/lai-joyce-p-l-ms,False,False
"Ma, Chun Man Amos",2015,barrister/ma-chun-man-amos,False,False
"Wong, Steffi Chun Nga (Ms)",2015,barrister/wong-steffi-chun-nga-ms,False,False
"Chiu, Mee Wan Josephine (Ms)",2015,barrister/chiu-mee-wan-josephine-ms,False,False
"Hui, Yu, Henry",2015,barrister/hui-yu-henry,False,False
"Lee, Kevin D.J.",2015,barrister/lee-kevin-dj,False,False
"Cheng, Kwan Lok Steve",2015,barrister/cheng-kwan-lok-steve,False,False
"Olley, Katherine Margaret (Ms)",2015,barrister/olley-katherine-margaret-ms,False,False
"Chun, Nicole Shuk Kwan (Ms)",2015,barrister/chun-nicole-shuk-kwan-ms,False,False
"Cheng, Hoi Lam Renee (Ms)",2015,barrister/cheng-hoi-lam-renee-ms,False,False
"Tse, William Siu-chung",2015,barrister/tse-william-siu-chung,False,False
"Cheng, Ken Y.H.",2015,barrister/cheng-ken-yh,False,False
"Chan, Albert Tze Man",2015,barrister/chan-albert-tze-man,False,False
"Kong, Siu Ching Cindy (Ms)",2015,barrister/kong-siu-ching-cindy-ms,False,False
"Lam, Jacky Kwok Yiu",2015,barrister/lam-jacky-kwok-yiu,False,False
"Kwok, Kelvin H.F.",2015,barrister/kwok-kelvin-hf,False,False
"Cheung, Matthew W.W.",2015,barrister/cheung-matthew-ww,False,False
"Tsui, Brian Ho Chuen",2015,barrister/tsui-brian-ho-chuen,False,False
"Chow, Yuen Ting Irene (Ms)",2015,barrister/chow-yuen-ting-irene-ms,False,False
"Wong, Yee Yan Joseph",2015,barrister/wong-yee-yan-joseph,False,False
"Li, Sean S.H.",2015,barrister/li-sean-sh,False,False
"Lui, Wing Chun Petra (Ms)",2015,barrister/lui-wing-chun-petra-ms,False,False
"Yau, Chi Wai Billy",2015,barrister/yau-chi-wai-billy,False,False
"Tai, Jonathan Kwan-hang",2015,barrister/tai-jonathan-kwan-hang,False,False
"Ma, Chelsea P.K. (Ms)",2015,barrister/ma-chelsea-pk-ms,False,False
"Lee, Kin Wang",2015,barrister/lee-kin-wang,False,False
"Chow, Sen Yee Priscilla (Ms)",2015,barrister/chow-sen-yee-priscilla-ms,False,False
"Chong, Fok Ching Fiona (Ms)",2015,barrister/chong-fok-ching-fiona-ms,False,False
"Ho, Melvin Hoh-chak",2015,barrister/ho-melvin-hoh-chak,False,False
"Chan, Stony S.W.",2015,barrister/chan-stony-sw,False,False
"Li, Sara C.W. (Ms)",2015,barrister/li-sara-cw-ms,False,False
"Chiang, Melinda M.C. (Ms)",2015,barrister/chiang-melinda-mc-ms,False,False
"Richards, Shiranne Marcelle (Ms)",2015,barrister/richards-shiranne-marcelle-ms,False,False
"Wong, Philip C.L.",2015,barrister/wong-philip-cl,False,False
"Wou, Wing Ka Carl",2015,barrister/wou-wing-ka-carl,False,False
"Ng, Lok Hang Sharon (Ms)",2015,barrister/ng-lok-hang-sharon-ms,False,False
"Lam, Robert C.K.",2015,barrister/lam-robert-ck,False,False
"Park, Wanki",2015,barrister/park-wanki,False,False
"Chan, Ken S.H.",2015,barrister/chan-ken-sh,False,False
"Wan, Gavin Pak Hang",2015,barrister/wan-gavin-pak-hang,False,False
"Liao, Minhao Tara (Ms)",2015,barrister/liao-minhao-tara-ms,False,False
"Chau, Hin Chung",2015,barrister/chau-hin-chung,False,False
"Kwok, Hong Lun Charles",2015,barrister/kwok-hong-lun-charles,False,False
"Allison, Sasha (Ms)",2015,barrister/allison-sasha-ms,False,False
"Chiu, Tsz Yin Rachel (Ms)",2015,barrister/chiu-tsz-yin-rachel-ms,False,False
"Yu, Wai Tim Michael",2015,barrister/yu-wai-tim-michael,False,False
"Ma, On Ki (Ms)",2015,barrister/ma-ki-ms,False,False
"Lam, Benjamin Chun Hei",2015,barrister/lam-benjamin-chun-hei,False,False
"Kung, Kin Chung",2015,barrister/kung-kin-chung,False,False
"Chan, Dickson Cheung Chun",2015,barrister/chan-dickson-cheung-chun,False,False
"Chuang, Polly P.Y. (Ms)",2015,barrister/chuang-polly-py-ms,False,False
"Cheung, Man Keung",2015,barrister/cheung-man-keung,False,False
"Sze Kwan, Alice Yee Lo (Ms)",2015,barrister/sze-kwan-alice-yee-lo-ms,False,False
"Cheng, Baltic Y. K. (Ms)",2015,barrister/cheng-baltic-y-k-ms,False,False
"Cheng, Holly H.C. (Ms)",2015,barrister/cheng-holly-hc-ms,False,False
"Siu, Miriam Tip Ching (Ms)",2015,barrister/siu-miriam-tip-ching-ms,False,False
"Lai, Anthony",2015,barrister/lai-anthony,False,False
"Tien, Kei Rui",2015,barrister/tien-kei-rui,False,False
"Man, Yin Ting (Ms)",2015,barrister/man-yin-ting-ms,False,False
"Lai, Matthew H.H.",2015,barrister/lai-matthew-hh,False,False
"Kao, Lai Ying (Ms)",2015,barrister/kao-lai-ying-ms,False,False
"Choy, Man Sik Chrystal (Ms)",2015,barrister/choy-man-sik-chrystal-ms,False,False
"Yue, Victoria W.Y. (Ms)",2016,barrister/yue-victoria-wy-ms,False,False
"Lee, Jun Alric",2016,barrister/lee-jun-alric,False,False
"Chok, Brian M.H.",2016,barrister/chok-brian-mh,False,False
"Lo, Brian T.Y.",2016,barrister/lo-brian-ty,False,False
"Lam, Tsz Yeung Timothy",2016,barrister/lam-tsz-yeung-timothy,False,False
"Li, Yin Ting Winnie (Ms)",2016,barrister/li-yin-ting-winnie-ms,False,False
"Lam, Claudia K.P. (Ms)",2016,barrister/lam-claudia-kp-ms,False,False
"Wong, Karen W.L. (Ms)",2016,barrister/wong-karen-wl-ms,False,False
"Yiu, Austin T.H.",2016,barrister/yiu-austin-th,False,False
"Tse, Siu Chung Dixon",2016,barrister/tse-siu-chung-dixon,False,False
"Ng, Eddie Hon Fai",2016,barrister/ng-eddie-hon-fai,False,False
"Sin, Wung Fung Oscar",2016,barrister/sin-wung-fung-oscar,False,False
"Chow, Tony C.H.",2016,barrister/chow-tony-ch,False,False
"Leung, Wing Kwan Sabrina (Ms)",2016,barrister/leung-wing-kwan-sabrina-ms,False,False
"Yau, Jeremy C.L.",2016,barrister/yau-jeremy-cl,False,False
"Li, Ricky K.Y.",2016,barrister/li-ricky-ky,False,False
"Au, Sze Ting Astina (Ms)",2016,barrister/au-sze-ting-astina-ms,False,False
"Tam, Keith",2016,barrister/tam-keith,False,False
"Tai, Chun Yin Terrence",2016,barrister/tai-chun-yin-terrence,False,False
"Xu, Qili Cherry (Ms)",2016,barrister/xu-qili-cherry-ms,False,False
"Wong, Hoi Ki Stephanie (Ms)",2016,barrister/wong-hoi-ki-stephanie-ms,False,False
"Ng, Ka Cheung Tom",2016,barrister/ng-ka-cheung-tom,False,False
"Chiu, Vincent C.W.",2016,barrister/chiu-vincent-cw,False,False
"Yuen, Victor Y.C.",2016,barrister/yuen-victor-yc,False,False
"Kwok, Sin (Ms)",2016,barrister/kwok-sin-ms,False,False
"Lee, Ka Wing Katrina (Ms)",2016,barrister/lee-ka-wing-katrina-ms,False,False
"Lee, Ivan C.H.",2016,barrister/lee-ivan-ch,False,False
"Yeung, Man Kin Mike",2016,barrister/yeung-man-kin-mike,False,False
"Lam, Ho Pong Ivan",2016,barrister/lam-ho-pong-ivan,False,False
"Lui, Vickie Hei Yue (Ms)",2016,barrister/lui-vickie-hei-yue-ms,False,False
"Yeung, Jacky C.K.",2016,barrister/yeung-jacky-ck,False,False
"Suen, Man Ho Ivan",2016,barrister/suen-man-ho-ivan,False,False
"Mui, Yui Ting Angela (Ms)",2016,barrister/mui-yui-ting-angela-ms,False,False
"Man, Ka Lok Richard",2016,barrister/man-ka-lok-richard,False,False
"Mao, Mao Adela (Ms)",2016,barrister/mao-mao-adela-ms,False,False
"Wen, Shu",2016,barrister/wen-shu,False,False
"Lai, Ping Tak Peter",2016,barrister/lai-ping-tak-peter,False,False
"Xiao, Huiting (Ms)",2016,barrister/xiao-huiting-ms,False,False
"Chow, Hang Tung (Ms)",2016,barrister/chow-hang-tung-ms,False,False
"Hung, Stephanie Yujie (Ms)",2016,barrister/hung-stephanie-yujie-ms,False,False
"Lau, Alice Y.C. (Ms)",2016,barrister/lau-alice-yc-ms,False,False
"Chung, Martin S.W.",2016,barrister/chung-martin-sw,False,False
"Leung, Sze Lum",2016,barrister/leung-sze-lum,False,False
"Ko, Stephanie Cho Wing (Ms)",2016,barrister/ko-stephanie-cho-wing-ms,False,False
"Lau, Timothy T.Y.",2016,barrister/lau-timothy-ty,False,False
"Lee, Jason Chak-yan",2016,barrister/lee-jason-chak-yan,False,False
"Chong, Gilbert H.W.",2016,barrister/chong-gilbert-hw,False,False
"Chiu, Pak Hei Patrick",2016,barrister/chiu-pak-hei-patrick,False,False
"Chan, Avery K.H.",2016,barrister/chan-avery-kh,False,False
"Chan, Vivien Man Wai (Ms)",2016,barrister/chan-vivien-man-wai-ms,False,False
"Lee, Ken K.C.",2016,barrister/lee-ken-kc,False,False
"Pang, Hei Man Ellen (Ms)",2016,barrister/pang-hei-man-ellen-ms,False,False
"Lau, Ka Kin",2016,barrister/lau-ka-kin,False,False
"Tsui, Yin (Ms)",2016,barrister/tsui-yin-ms,False,False
"Tsui, Kwok Kei Antonio",2016,barrister/tsui-kwok-kei-antonio,False,False
"Pang, Ronald Tse Fung",2016,barrister/pang-ronald-tse-fung,False,False
"Tam, Nok Ting",2016,barrister/tam-nok-ting,False,False
"Lee, Hui Jen Michael",2016,barrister/lee-hui-jen-michael,False,False
"Ismail, Justin Paul",2016,barrister/ismail-justin-paul,False,False
"Ma, Duncan Ming Chun",2016,barrister/ma-duncan-ming-chun,False,False
"Chan, Joyce M.Y. (Ms)",2016,barrister/chan-joyce-my-ms,False,False
"Chiang, Allan Y.W.",2016,barrister/chiang-allan-yw,False,False
"Martin, Thomas Clifford",2016,barrister/martin-thomas-clifford,False,False
"So, Tsz Ngai Roger",2016,barrister/so-tsz-ngai-roger,False,False
"Chung, Adrian Jo Yee",2016,barrister/chung-adrian-jo-yee,False,False
"Wong, So Na Sally (Ms)",2016,barrister/wong-so-na-sally-ms,False,False
"Chan, Yip Hei",2016,barrister/chan-yip-hei,False,False
"Wong, Yuen Pui Christy (Ms)",2016,barrister/wong-yuen-pui-christy-ms,False,False
"McCoy, Kim Joseph",2016,barrister/mccoy-kim-joseph,False,False
"Lai, Jeffrey H.J.",2016,barrister/lai-jeffrey-hj,False,False
"Li, Billy O.Y.",2016,barrister/li-billy-oy,False,False
"Lam, Mavis Ching Heng (Ms)",2016,barrister/lam-mavis-ching-heng-ms,False,False
"Lee, Wing Ki (Ms)",2017,barrister/lee-wing-ki-ms,False,False
"Tam, Chung Hin Tasman",2017,barrister/tam-chung-hin-tasman,False,False
"Li, Taylor L.K.",2017,barrister/li-taylor-lk,False,False
"Lau, Rachel T.Y. (Ms)",2017,barrister/lau-rachel-ty-ms,False,False
"Chau, Stephanie Y.Y. (Ms)",2017,barrister/chau-stephanie-yy-ms,False,False
"Li, Chun Ngai Martin",2017,barrister/li-chun-ngai-martin,False,False
"Yuen, Mei Sharon (Ms)",2017,barrister/yuen-mei-sharon-ms,False,False
"Chan, Hugo H.C.",2017,barrister/chan-hugo-hc,False,False
"Lo, Yiu Yeung Adrian",2017,barrister/lo-yiu-yeung-adrian,False,False
"Hor, Alvin Chun Tak",2017,barrister/hor-alvin-chun-tak,False,False
"Chan, Jeff H.Y.",2017,barrister/chan-jeff-hy,False,False
"To, Cheuk Lun Alan",2017,barrister/cheuk-lun-alan,False,False
"Chan, Pakco P.F.",2017,barrister/chan-pakco-pf,False,False
"Chan, Kai Ming",2017,barrister/chan-kai-ming,False,False
"Chan, Ka Ki Jacqueline (Ms)",2017,barrister/chan-ka-ki-jacqueline-ms,False,False
"Poon, Wing Keung Ryan",2017,barrister/poon-wing-keung-ryan,False,False
"Chan, Jevons C.H.",2017,barrister/chan-jevons-ch,False,False
"Lai, Chun Ho",2017,barrister/lai-chun-ho,False,False
"Ho, Lok Hin",2017,barrister/ho-lok-hin,False,False
"Cheung, Tommy T.W.",2017,barrister/cheung-tommy-tw,False,False
"Hunter, Hugh Rowan",2017,barrister/hunter-hugh-rowan,False,False
"Lau, Priscilla Y.K. (Ms)",2017,barrister/lau-priscilla-yk-ms,False,False
"Leung, Sai Chi",2017,barrister/leung-sai-chi,False,False
"Mo, Alison K.P. (Ms)",2017,barrister/mo-alison-kp-ms,False,False
"Chung, Kam Man Peter",2017,barrister/chung-kam-man-peter,False,False
"Lai, Kam Wah",2017,barrister/lai-kam-wah,False,False
"Im, Hyoun Sil (Ms)",2017,barrister/im-hyoun-sil-ms,False,False
"Wan, Chun Yau",2017,barrister/wan-chun-yau,False,False
"Cheung, Dicky C.H.",2017,barrister/cheung-dicky-ch,False,False
"Poon, Yan Joyce (Ms)",2017,barrister/poon-yan-joyce-ms,False,False
"Ng, Joseph C.S.",2017,barrister/ng-joseph-cs,False,False
"Kung, Jolie M.H. (Ms)",2017,barrister/kung-jolie-mh-ms,False,False
"Ng, Jacquelyn Ga Hei (Ms)",2017,barrister/ng-jacquelyn-ga-hei-ms,False,False
"Leung, Yee Ma Ema (Ms)",2017,barrister/leung-yee-ma-ema-ms,False,False
"Wong, Chak Yin",2017,barrister/wong-chak-yin,False,False
"Mok, Yin Ting Tina (Ms)",2017,barrister/mok-yin-ting-tina-ms,False,False
"Lau, Cheuk Kei Kevin",2017,barrister/lau-cheuk-kei-kevin,False,False
"Lam, Jaime C.H. (Ms)",2017,barrister/lam-jaime-ch-ms,False,False
"Ho, Sin Yung Sharon (Ms)",2017,barrister/ho-sin-yung-sharon-ms,False,False
"Booth, Madeleine Nicolle (Ms)",2017,barrister/booth-madeleine-nicolle-ms,False,False
"Clough, Michelle Anne (Ms)",2017,barrister/clough-michelle-anne-ms,False,False
"Wong, Clement Kai Ting",2017,barrister/wong-clement-kai-ting,False,False
"Ng, Ka Hin Caspar",2017,barrister/ng-ka-hin-caspar,False,False
"Chan, Chin Chung Norris (Ms)",2017,barrister/chan-chin-chung-norris-ms,False,False
"Wong, Shu Ting Sheena (Ms)",2017,barrister/wong-shu-ting-sheena-ms,False,False
"Tang, Chun Kit Danny",2017,barrister/tang-chun-kit-danny,False,False
"Chiu, Pok On Byron Conrad",2017,barrister/chiu-pok-byron-conrad,False,False
"Chan, Ngo Him Joshua",2017,barrister/chan-ngo-him-joshua,False,False
"Ko, Yan Lim",2017,barrister/ko-yan-lim,False,False
"Wu, Margaret Su-ka (Ms)",2017,barrister/wu-margaret-su-ka-ms,False,False
"Chan, Jack Y.K.",2017,barrister/chan-jack-yk,False,False
"Leung, Dan",2017,barrister/leung-dan,False,False
"Lee, Yuk Pui Paul",2017,barrister/lee-yuk-pui-paul,False,False
"Lai, Richie",2017,barrister/lai-richie,False,False
"Lai, Christina K.Y. (Ms)",2017,barrister/lai-christina-ky-ms,False,False
"Wong, Lok Yu (Ms)",2017,barrister/wong-lok-yu-ms,False,False
"Chu, Heung Ming Stephen",2017,barrister/chu-heung-ming-stephen,False,False
"Golchha, Jayant",2017,barrister/golchha-jayant,False,False
"Pang, Ho Yuen Lawrence",2017,barrister/pang-ho-yuen-lawrence,False,False
"Lau, Hon Ping Andrew",2017,barrister/lau-hon-ping-andrew,False,False
"Leung, Ching Yee Lydia (Ms)",2017,barrister/leung-ching-yee-lydia-ms,False,False
"Man, Kelvin K.Y.",2017,barrister/man-kelvin-ky,False,False
"To, Wing Christopher",2017,barrister/wing-christopher,False,False
"Liu, Pui Chi (Ms)",2017,barrister/liu-pui-chi-ms,False,False
"Bong-Kwan, Justin Chun Yin",2017,barrister/bong-kwan-justin-chun-yin,False,False
"Chan, Eliza M.K. (Ms)",2017,barrister/chan-eliza-mk-ms,False,False
"Kirpalani, Lavesh Prakash",2017,barrister/kirpalani-lavesh-prakash,False,False
"Law, Hong Ming Christopher",2017,barrister/law-hong-ming-christopher,False,False
"Cheung, Ming Tai Edward",2017,barrister/cheung-ming-tai-edward,False,False
"Tso, Yat Long",2017,barrister/tso-yat-long,False,False
"Woo, Kevin",2017,barrister/woo-kevin,False,False
"Chan, Mandy S.S. (Ms)",2017,barrister/chan-mandy-ss-ms,False,False
"Lai, Ho Yeung",2018,barrister/lai-ho-yeung-0,False,False
"Wong, Ka Ka (Ms)",2018,barrister/wong-ka-ka-ms,False,False
"Lee, Rosa K.Y. (Ms)",2018,barrister/lee-rosa-ky-ms,False,False
"Chan, Tiffany P.L. (Ms)",2018,barrister/chan-tiffany-pl-ms,False,False
"Yung, Winson K.F.",2018,barrister/yung-winson-kf,False,False
"Li, Wai Kin Marco",2018,barrister/li-wai-kin-marco,False,False
"Sheung, Ryan T.H.",2018,barrister/sheung-ryan-th,False,False
"To, Kenny K.L.",2018,barrister/kenny-kl,False,False
"Kanjanapas, Suriyan Joshua (Joshua S.K. Wong)",2018,barrister/kanjanapas-suriyan-joshua-joshua-sk-wong,False,False
"Kong, Mei Yi Charlotte (Ms)",2018,barrister/kong-mei-yi-charlotte-ms,False,False
"Law, Ricky M.K.",2018,barrister/law-ricky-mk,False,False
"Chung, Ho Chai Francis",2018,barrister/chung-ho-chai-francis,False,False
"Lau, Patrick Y.S.",2018,barrister/lau-patrick-ys,False,False
"Lee, Amanda P.S. (Ms)",2018,barrister/lee-amanda-ps-ms,False,False
"Leung, Dexter J.F.C.",2018,barrister/leung-dexter-jfc,False,False
"Lee, Jeffrey K.L.",2018,barrister/lee-jeffrey-kl,False,False
"Ho, Wing In Ivy (Ms)",2018,barrister/ho-wing-ivy-ms,False,False
"Ho, Chi Chun",2018,barrister/ho-chi-chun,False,False
"Chan, Pak Yue Vivian (Ms)",2018,barrister/chan-pak-yue-vivian-ms,False,False
"Yeung, Suet Ching Cordelia (Ms)",2018,barrister/yeung-suet-ching-cordelia-ms,False,False
"Dong, Tsun Wah Peter",2018,barrister/dong-tsun-wah-peter,False,False
"Lui, Victor",2018,barrister/lui-victor,False,False
"Miao, Kee Chang Harrison",2018,barrister/miao-kee-chang-harrison,False,False
"Cheung, Wun Yan Jasmine (Ms)",2018,barrister/cheung-wun-yan-jasmine-ms,False,False
"Ng, Kurt C.Y.",2018,barrister/ng-kurt-cy,False,False
"Wong, Angel H.Y. (Ms)",2018,barrister/wong-angel-hy-ms,False,False
"Wong, Kai Ning Stephanie (Ms)",2018,barrister/wong-kai-ning-stephanie-ms,False,False
"Lo, Shuk Ching Phona (Ms)",2018,barrister/lo-shuk-ching-phona-ms,False,False
"Mok, Wah Fun Peter",2018,barrister/mok-wah-fun-peter,False,False
"Leung, Mark Hon Kei",2018,barrister/leung-mark-hon-kei,False,False
"Tsang, Hing Ting (Ms)",2018,barrister/tsang-hing-ting-ms,False,False
"Dou, Chi Yan Michelle (Ms)",2018,barrister/dou-chi-yan-michelle-ms,False,False
"Leung, Lok Man Teresa (Ms)",2018,barrister/leung-lok-man-teresa-ms,False,False
"But, Sun Wai",2018,barrister/sun-wai,False,False
"Wong, Ting Fung Ernest",2018,barrister/wong-ting-fung-ernest,False,False
"Ng, Michael H.F.",2018,barrister/ng-michael-hf,False,False
"Chan, Chai Chau",2018,barrister/chan-chai-chau,False,False
"Chui, Hiu Fung Roy",2018,barrister/chui-hiu-fung-roy,False,False
"Yau, Tze Man Mandy (Ms)",2018,barrister/yau-tze-man-mandy-ms,False,False
"Cheng, Long Ching Evelyn (Ms)",2018,barrister/cheng-long-ching-evelyn-ms,False,False
"Law, Jason S.H.",2018,barrister/law-jason-sh,False,False
"Law, Ka Sing",2018,barrister/law-ka-sing,False,False
"Chan, Valerie Mo-yin (Ms)",2018,barrister/chan-valerie-mo-yin-ms,False,False
"Cheung, Lai Tung (Ms)",2018,barrister/cheung-lai-tung-ms,False,False
"Wang, Xizhen",2018,barrister/wang-xizhen,False,False
"Chan, Joey H.M.",2018,barrister/chan-joey-hm,False,False
"Yeung, Geoffrey Ka Wai",2018,barrister/yeung-geoffrey-ka-wai,False,False
"Chan, Chun Hei Ryan",2018,barrister/chan-chun-hei-ryan,False,False
"Shiu, Lik King",2018,barrister/shiu-lik-king,False,False
"Chan, Joyce H.T. (Ms)",2018,barrister/chan-joyce-ht-ms,False,False
"Tang, Alan S.L.",2018,barrister/tang-alan-sl,False,False
"Liu, Ka Pui Michelle (Ms)",2018,barrister/liu-ka-pui-michelle-ms,False,False
"Lok, Tsz Kwan Jenny (Ms)",2018,barrister/lok-tsz-kwan-jenny-ms-0,False,False
"Chan, Ka Yan Karen (Ms)",2018,barrister/chan-ka-yan-karen-ms-0,False,False
"Cheung, Chi Fong Yvonne (Ms)",2018,barrister/cheung-chi-fong-yvonne-ms,False,False
"Au, Julia Ming-hao (Ms)",2018,barrister/au-julia-ming-hao-ms,False,False
"Au, Arthur Hue-yeung",2018,barrister/au-arthur-hue-yeung-0,False,False
"Chow, Sam H.L.",2018,barrister/chow-sam-hl-0,False,False
"Kwok, Joyce Y.Y. (Ms)",2018,barrister/kwok-joyce-yy-ms-0,False,False
"Li, Nicole Y.T. (Ms)",2018,barrister/li-nicole-yt-ms-0,False,False
"Lee, Wai Nam Bryan",2018,barrister/lee-wai-nam-bryan,False,False
"Lau, On Kwok Acorn",2018,barrister/lau-kwok-acorn-0,False,False
"Ho, Look Chan",2018,barrister/ho-look-chan,False,False
"Chan, Lee Lung Kenny",2018,barrister/chan-lee-lung-kenny-0,False,False
"Ip, Hui Yan Lilian (Ms)",2018,barrister/ip-hui-yan-lilian-ms-0,False,False
"Leung, Ka Yeung Kevin",2018,barrister/leung-ka-yeung-kevin,False,False
"Mui, Hoi Tat",2018,barrister/mui-hoi-tat,False,False
"Chan, Kui Pang Benjamin",2018,barrister/chan-kui-pang-benjamin-0,False,False
"Lau, Kai",2018,barrister/lau-kai-0,False,False
"Wu, Yingpeng",2018,barrister/wu-yingpeng,False,False
"Lam, Hiu Ting Flora (Ms)",2018,barrister/lam-hiu-ting-flora-ms-0,False,False
"Li, Karen (Ms)",2018,barrister/li-karen-ms,False,False
"Chan, Ka Shu Wilson",2018,barrister/chan-ka-shu-wilson,False,False
"Wong, Yeung Hou Howard",2018,barrister/wong-yeung-hou-howard-0,False,False
"Li, Chor Kue Vivian (Ms)",2018,barrister/li-chor-kue-vivian-ms-0,False,False
"Mason, Lee C.",2018,barrister/mason-lee-c,False,False
"Ng, Cecilia Sze Sze (Ms)",2018,barrister/ng-cecilia-sze-sze-ms,False,False
"Li, Pak Hei",2018,barrister/li-pak-hei,False,False
"Mok, Cheuk Yuen Billy",2018,barrister/mok-cheuk-yuen-billy,False,False
"Wong, Wai Yee Allison (Ms)",2018,barrister/wong-wai-yee-allison-ms,False,False
"Shum, Ka Ching Kelly (Ms)",2018,barrister/shum-ka-ching-kelly-ms,False,False
"Fan, Wing Sum Jennifer (Ms)",2018,barrister/fan-wing-sum-jennifer-ms,False,False
"Ho, Wing Chi Gigi (Ms)",2018,barrister/ho-wing-chi-gigi-ms,False,False
"So, Simon S.Y.",2018,barrister/so-simon-sy,False,False
"Chan, Charlotte O.T. (Ms)",2018,barrister/chan-charlotte-ot-ms,False,False
"Wong, Kwok Cheong",2018,barrister/wong-kwok-cheong,False,False
"Lam, Brendan Hing Chau",2018,barrister/lam-brendan-hing-chau,False,False
"Nagpal, Deepak",2018,barrister/nagpal-deepak,False,False
"Pak, Jethro Sek Huen",2018,barrister/pak-jethro-sek-huen,False,False
"Wong, Sally S.Y. (Ms)",2018,barrister/wong-sally-sy-ms,False,False
"Chan, Elvin H.C.",2018,barrister/chan-elvin-hc,False,False
"Wong, Thomas W.K.",2018,barrister/wong-thomas-wk,False,False
"Wong, Ho Nam Wesley",2018,barrister/wong-ho-nam-wesley,False,False
"Yip, Jacqueline P.Y. (Ms)",2018,barrister/yip-jacqueline-py-ms,False,False
"Lau, Karry W.Y. (Ms)",2018,barrister/lau-karry-wy-ms,False,False
"Leung, Michael M.H.",2018,barrister/leung-michael-mh,False,False
"Benami, Emmanuel",2018,barrister/benami-emmanuel,False,False
"Lau, Andrew Christopher",2018,barrister/lau-andrew-christopher,False,False
"Tsang, Hoi Ki Jonathan",2018,barrister/tsang-hoi-ki-jonathan,False,False
"Wong, Hok Yan",2018,barrister/wong-hok-yan,False,False
"Wan, Lok Him",2019,barrister/wan-lok-him,False,False
